0,xi,eta
1040,-0.036186,-0.007331
1041,-0.036408,-0.00846
1042,-0.036565,-0.009525
1043,-0.0371,-0.010922
1044,-0.037289,-0.011983
1045,-0.03461,0.007695
1046,-0.034842,0.00657
1047,-0.03503,0.005425
1048,-0.035276,0.004374
1049,-0.035432,0.003143
1050,-0.035628,0.001988
1051,-0.035809,0.000873
1052,-0.036546,-0.000334
1053,-0.036286,-0.001378
1054,-0.036393,-0.002633
1055,-0.036664,-0.003812
1056,-0.036859,-0.004915
1057,-0.037029,-0.006003
1058,-0.03731,-0.007132
1059,-0.03755,-0.008266
1060,-0.037972,-0.009678
1061,-0.038161,-0.010736
1062,-0.038347,-0.011794
1063,-0.035581,0.007929
1064,-0.035811,0.006751
1065,-0.036067,0.005591
1066,-0.036316,0.004582
1067,-0.036429,0.003346
1068,-0.036635,0.00216
1069,-0.036831,0.001097
1070,-0.037605,3.9e-05
1071,-0.037263,-0.001214
1072,-0.037572,-0.002369
1073,-0.037812,-0.00357
1074,-0.037929,-0.004694
1075,-0.038092,-0.005781
1076,-0.038417,-0.006952
1077,-0.038586,-0.008049
1078,-0.039031,-0.009492
1079,-0.039219,-0.01055
1080,-0.039406,-0.011608
1081,-0.036691,0.008146
1082,-0.036968,0.006981
1083,-0.0371,0.005773
1084,-0.037245,0.004743
1085,-0.037472,0.003587
1086,-0.037667,0.002347
1087,-0.037824,0.001272
1088,-0.038524,0.000297
1089,-0.038172,-0.001042
1090,-0.038497,-0.002216
1091,-0.038739,-0.003381
1092,-0.038907,-0.004471
1093,-0.039101,-0.005589
1094,-0.039374,-0.006781
1095,-0.039425,-0.007903
1096,-0.040092,-0.009306
1097,-0.040278,-0.010364
1098,-0.040464,-0.011422
1099,-0.037899,0.008442
1100,-0.037869,0.007208
1101,-0.03806,0.005984
1102,-0.038255,0.00495
1103,-0.038446,0.003791
1104,-0.038711,0.002574
1105,-0.038859,0.001497
1106,-0.039485,0.000557
1107,-0.039349,-0.000803
1108,-0.039562,-0.002019
1109,-0.039808,-0.003125
1110,-0.040018,-0.004224
1111,-0.040296,-0.005383
1112,-0.040668,-0.006443
1113,-0.040964,-0.008058
1114,-0.04115,-0.009117
1115,-0.041336,-0.010178
1116,-0.041522,-0.011236
1117,-0.038697,0.008604
1118,-0.038992,0.007468
1119,-0.039074,0.006184
1120,-0.039257,0.005094
1121,-0.039456,0.003975
1122,-0.039653,0.002772
1123,-0.039909,0.001657
1124,-0.040741,0.000715
1125,-0.040457,-0.000595
1126,-0.040574,-0.001791
1127,-0.04081,-0.002918
1128,-0.041042,-0.00403
1129,-0.041162,-0.005232
1130,-0.041609,-0.006217
1131,-0.042022,-0.007872
1132,-0.042208,-0.008931
1133,-0.042394,-0.009989
1134,-0.042581,-0.01105
1135,-0.039649,0.008786
1136,-0.039873,0.007688
1137,-0.040055,0.00641
1138,-0.040239,0.0053
1139,-0.040457,0.004161
1140,-0.040675,0.002995
1141,-0.040887,0.001792
1142,-0.041096,0.000983
1143,-0.041332,-0.000341
1144,-0.041537,-0.001547
1145,-0.041749,-0.002706
1146,-0.04195,-0.003794
1147,-0.042158,-0.004995
1148,-0.042342,-0.006064
1149,-0.043081,-0.007686
1150,-0.043267,-0.008744
1151,-0.043453,-0.009803
1152,-0.043639,-0.010861
1153,0.020924,4.6e-05
1154,0.021001,0.001192
1155,0.021246,0.00246
1156,0.021538,0.003567
1157,0.02175,0.005042
1158,0.021884,0.005827
1159,0.022107,0.006841
1160,0.022306,0.007949
1161,0.022533,0.009061
1162,0.022723,0.01019
1163,0.022872,0.011394
1164,0.023058,0.012453
1165,0.02338,0.013464
1166,0.023664,0.014528
1167,0.023629,0.015718
1168,0.024025,0.016817
1169,0.024379,0.017934
1170,0.024178,0.018803
1171,0.021602,-0.000107
1172,0.021824,0.00105
1173,0.022044,0.002292
1174,0.022246,0.003367
1175,0.022811,0.004856
1176,0.022709,0.005649
1177,0.02281,0.006669
1178,0.023111,0.007768
1179,0.023363,0.008873
1180,0.023649,0.00999
1181,0.023931,0.011206
1182,0.024117,0.012267
1183,0.024267,0.013273
1184,0.024415,0.01439
1185,0.024705,0.015539
1186,0.025006,0.016596
1187,0.025181,0.017718
1188,0.025236,0.018617
1189,0.022783,-0.00032
1190,0.022951,0.00081
1191,0.023084,0.001978
1192,0.023247,0.00314
1193,0.023552,0.00419
1194,0.02364,0.005401
1195,0.023905,0.006448
1196,0.024174,0.007541
1197,0.024424,0.008612
1198,0.024588,0.009711
1199,0.024989,0.011019
1200,0.025075,0.011887
1201,0.025199,0.013052
1202,0.025478,0.014133
1203,0.025742,0.01525
1204,0.025914,0.016381
1205,0.026126,0.017478
1206,0.026294,0.018431
1207,0.023806,-0.000528
1208,0.023949,0.000531
1209,0.024149,0.001702
1210,0.024356,0.002867
1211,0.024507,0.004003
1212,0.024779,0.005175
1213,0.025018,0.006228
1214,0.025165,0.007333
1215,0.02549,0.00836
1216,0.025681,0.009458
1217,0.026047,0.010833
1218,0.026003,0.011645
1219,0.026252,0.012729
1220,0.026483,0.013851
1221,0.026718,0.015006
1222,0.02687,0.016153
1223,0.027192,0.017255
1224,0.027353,0.018244
1225,0.024827,-0.000886
1226,0.024999,0.000166
1227,0.02535,0.001395
1228,0.025458,0.002604
1229,0.025607,0.0037
1230,0.025791,0.004934
1231,0.026068,0.005963
1232,0.026232,0.007049
1233,0.026443,0.008077
1234,0.026919,0.009589
1235,0.027106,0.010647
1236,0.027018,0.011456
1237,0.027257,0.012521
1238,0.027481,0.013587
1239,0.027636,0.014756
1240,0.028059,0.015939
1241,0.028187,0.016993
1242,0.028414,0.018058
1243,0.025889,-0.001128
1244,0.026049,-0.0001
1245,0.026302,0.001129
1246,0.026456,0.002338
1247,0.026631,0.003464
1248,0.026839,0.004668
1249,0.027056,0.005743
1250,0.027248,0.006766
1251,0.027494,0.007816
1252,0.027978,0.009403
1253,0.028164,0.010461
1254,0.028092,0.011203
1255,0.028254,0.012291
1256,0.028561,0.01337
1257,0.028824,0.014493
1258,0.028982,0.015669
1259,0.029099,0.016728
1260,0.029472,0.017869
1261,0.026889,-0.001378
1262,0.026998,-0.000347
1263,0.027269,0.000873
1264,0.027471,0.002092
1265,0.027686,0.00322
1266,0.027856,0.004274
1267,0.028478,0.006039
1268,0.028297,0.006518
1269,0.028517,0.007586
1270,0.028664,0.00873
1271,0.029222,0.010272
1272,0.029056,0.011003
1273,0.029357,0.012104
1274,0.029555,0.013168
1275,0.02991,0.014183
1276,0.029989,0.015454
1277,0.03019,0.016493
1278,0.030531,0.017683
1279,0.027966,-0.001629
1280,0.028182,-0.0006
1281,0.028397,0.000644
1282,0.028512,0.001816
1283,0.028722,0.00297
1284,0.028831,0.003998
1285,0.029536,0.005853
1286,0.029273,0.006274
1287,0.029485,0.007315
1288,0.029714,0.008514
1289,0.030283,0.010086
1290,0.030119,0.010806
1291,0.030315,0.011867
1292,0.03068,0.01295
1293,0.030849,0.014062
1294,0.031081,0.01517
1295,0.03124,0.01628
1296,0.031589,0.017497
1297,0.029006,-0.001868
1298,0.029237,-0.000845
1299,0.029372,0.00039
1300,0.029516,0.001548
1301,0.029663,0.002603
1302,0.029881,0.003725
1303,0.030101,0.004938
1304,0.030312,0.006039
1305,0.03051,0.00711
1306,0.030741,0.008268
1307,0.031342,0.0099
1308,0.031121,0.01053
1309,0.031266,0.011685
1310,0.031657,0.012749
1311,0.031797,0.01387
1312,0.032096,0.014972
1313,0.032202,0.016044
1314,0.032647,0.017311
1315,0.029912,-0.002087
1316,0.030207,-0.001053
1317,0.030411,6.2e-05
1318,0.030536,0.001248
1319,0.030747,0.00231
1320,0.030918,0.003464
1321,0.031225,0.004578
1322,0.031281,0.005798
1323,0.031537,0.006847
1324,0.031757,0.007989
1325,0.0324,0.009714
1326,0.032058,0.010252
1327,0.032348,0.011431
1328,0.03256,0.012546
1329,0.032891,0.013613
1330,0.033192,0.014702
1331,0.034173,0.015515
1332,0.033706,0.017125
1333,0.030869,-0.002362
1334,0.031778,-0.000278
1335,0.031408,-0.000126
1336,0.03152,0.001018
1337,0.0317,0.002126
1338,0.031929,0.003236
1339,0.032144,0.004406
1340,0.032382,0.005594
1341,0.03255,0.006677
1342,0.032762,0.007801
1343,0.033458,0.009528
1344,0.034151,0.009761
1345,0.033494,0.011092
1346,0.033619,0.012312
1347,0.033893,0.013338
1348,0.034127,0.014455
1349,0.034341,0.015488
1350,0.034764,0.016936
1351,0.032016,-0.00264
1352,0.032836,-0.000189
1353,0.032549,-0.000424
1354,0.032594,0.00071
1355,0.032825,0.001798
1356,0.033039,0.002894
1357,0.033384,0.004132
1358,0.033546,0.005278
1359,0.033688,0.00642
1360,0.033916,0.007538
1361,0.034517,0.009339
1362,0.034144,0.009773
1363,0.034309,0.010848
1364,0.034739,0.011963
1365,0.034937,0.013043
1366,0.035098,0.01418
1367,0.035284,0.015292
1368,0.035822,0.01675
1369,0.033033,-0.002874
1370,0.032999,-0.001722
1371,0.03338,-0.000673
1372,0.033609,0.000407
1373,0.03383,0.001546
1374,0.034137,0.002664
1375,0.034246,0.003896
1376,0.034519,0.005034
1377,0.034718,0.006253
1378,0.034844,0.007358
1379,0.035575,0.009153
1380,0.036208,0.009247
1381,0.036351,0.010374
1382,0.035679,0.01175
1383,0.035904,0.012818
1384,0.036093,0.013961
1385,0.036694,0.015506
1386,0.036883,0.016564
1387,0.034086,-0.003069
1388,0.034653,-0.002125
1389,0.034296,-0.000867
1390,0.034659,0.00018
1391,0.034742,0.001313
1392,0.03504,0.002495
1393,0.035252,0.003689
1394,0.035523,0.004856
1395,0.035705,0.00596
1396,0.035913,0.007075
1397,0.036633,0.008967
1398,0.036221,0.009252
1399,0.036463,0.010344
1400,0.036866,0.011421
1401,0.036865,0.012618
1402,0.037083,0.013728
1403,0.037753,0.015319
1404,0.037942,0.016378
1405,0.035179,-0.003312
1406,0.035146,-0.00223
1407,0.035393,-0.001116
1408,0.035538,-2.8e-05
1409,0.035854,0.001049
1410,0.036014,0.0023
1411,0.0363,0.003437
1412,0.036491,0.004612
1413,0.036752,0.005693
1414,0.036927,0.006823
1415,0.037692,0.008781
1416,0.037529,0.008899
1417,0.037486,0.010091
1418,0.037721,0.011198
1419,0.037924,0.012255
1420,0.038184,0.013456
1421,0.038814,0.015133
1422,0.039,0.016192
1423,0.036883,-0.001994
1424,0.037072,-0.000933
1425,0.037258,0.000125
1426,0.037444,0.001183
1427,0.037631,0.002242
1428,0.037817,0.0033
1429,0.038006,0.004358
1430,0.038192,0.005417
1431,0.038378,0.006475
1432,0.038564,0.007533
1433,0.03875,0.008594
1434,0.038939,0.009653
1435,0.039125,0.010711
1436,0.039311,0.011769
1437,0.039497,0.012828
1438,0.039683,0.013886
1439,0.039872,0.014944
1440,0.040058,0.016003
1441,0.001077,0.004791
1442,0.001241,0.005894
1443,0.00148,0.007061
1444,0.001687,0.008294
1445,0.001867,0.009394
1446,0.002056,0.010358
1447,0.002402,0.01144
1448,0.002528,0.012568
1449,0.00274,0.013648
1450,0.002969,0.014677
1451,0.003293,0.015788
1452,0.003753,0.01687
1453,0.003909,0.017959
1454,0.004267,0.018996
1455,0.004107,0.020179
1456,0.004572,0.021345
1457,0.003758,0.021314
1458,0.003944,0.022372
1459,0.002148,0.004559
1460,0.002238,0.005704
1461,0.002491,0.00689
1462,0.002649,0.008016
1463,0.002815,0.009174
1464,0.003026,0.010189
1465,0.003231,0.011294
1466,0.003424,0.012335
1467,0.003652,0.01348
1468,0.003905,0.014493
1469,0.004191,0.015619
1470,0.004384,0.016756
1471,0.004671,0.017815
1472,0.004897,0.018868
1473,0.005322,0.019938
1474,0.005499,0.021172
1475,0.004817,0.021128
1476,0.005003,0.022186
1477,0.003144,0.004369
1478,0.004276,0.005257
1479,0.003492,0.006675
1480,0.003717,0.007796
1481,0.003897,0.008951
1482,0.004087,0.009959
1483,0.00431,0.011098
1484,0.00447,0.012159
1485,0.004719,0.013311
1486,0.004857,0.014295
1487,0.005166,0.015429
1488,0.005461,0.016543
1489,0.005664,0.017681
1490,0.005954,0.018717
1491,0.006336,0.019725
1492,0.006394,0.020957
1493,0.005875,0.020939
1494,0.006061,0.021997
1495,0.004171,0.004178
1496,0.00435,0.005245
1497,0.004555,0.006429
1498,0.00473,0.007506
1499,0.004948,0.008664
1500,0.005148,0.009769
1501,0.005385,0.010828
1502,0.005595,0.011865
1503,0.005825,0.013028
1504,0.006092,0.014041
1505,0.006323,0.015219
1506,0.006538,0.016319
1507,0.006805,0.017442
1508,0.007061,0.018477
1509,0.0073,0.01956
1510,0.007541,0.020707
1511,0.006933,0.020753
1512,0.007119,0.021811
1513,0.005244,0.003883
1514,0.005384,0.005022
1515,0.005569,0.006122
1516,0.005799,0.007254
1517,0.006009,0.008326
1518,0.006181,0.009501
1519,0.006444,0.01058
1520,0.006612,0.011659
1521,0.006906,0.012839
1522,0.007167,0.013867
1523,0.007384,0.014991
1524,0.007707,0.016051
1525,0.008016,0.017167
1526,0.008133,0.018263
1527,0.008213,0.019388
1528,0.008684,0.020427
1529,0.007992,0.020567
1530,0.008181,0.021625
1531,0.006276,0.003593
1532,0.006417,0.004776
1533,0.006563,0.005872
1534,0.006804,0.006979
1535,0.007008,0.008
1536,0.007244,0.009212
1537,0.007456,0.010352
1538,0.007638,0.011416
1539,0.007916,0.012595
1540,0.008161,0.013658
1541,0.008438,0.014776
1542,0.008664,0.015864
1543,0.00885,0.016955
1544,0.009101,0.018038
1545,0.009412,0.019153
1546,0.009785,0.020155
1547,0.009053,0.020381
1548,0.009239,0.021439
1549,0.007357,0.003375
1550,0.007453,0.00453
1551,0.007641,0.005622
1552,0.007854,0.006725
1553,0.008096,0.007764
1554,0.008319,0.008943
1555,0.008498,0.010098
1556,0.008694,0.011178
1557,0.008963,0.012341
1558,0.009177,0.013437
1559,0.009357,0.014556
1560,0.009667,0.015659
1561,0.009894,0.016735
1562,0.010086,0.017835
1563,0.010514,0.018881
1564,0.010594,0.019945
1565,0.010111,0.020194
1566,0.010297,0.021253
1567,0.008289,0.003165
1568,0.008568,0.004221
1569,0.008707,0.005394
1570,0.008932,0.006439
1571,0.009143,0.007534
1572,0.009344,0.008687
1573,0.009557,0.009873
1574,0.009709,0.01094
1575,0.01,0.012102
1576,0.010269,0.013209
1577,0.010513,0.014343
1578,0.010775,0.01542
1579,0.010892,0.016486
1580,0.011176,0.017524
1581,0.011495,0.018628
1582,0.011607,0.019661
1583,0.012758,0.020545
1584,0.011356,0.021064
1585,0.009383,0.002923
1586,0.009594,0.004004
1587,0.009804,0.005209
1588,0.010019,0.006247
1589,0.010174,0.007344
1590,0.010361,0.008491
1591,0.010524,0.009622
1592,0.010777,0.010735
1593,0.011062,0.011884
1594,0.011335,0.013007
1595,0.011501,0.014113
1596,0.011712,0.015149
1597,0.011906,0.016262
1598,0.012101,0.017275
1599,0.012335,0.018399
1600,0.012625,0.019459
1601,0.01276,0.020538
1602,0.012414,0.020878
1603,0.010329,0.002683
1604,0.010588,0.003806
1605,0.01086,0.004977
1606,0.011014,0.006052
1607,0.011224,0.007087
1608,0.011378,0.00828
1609,0.011677,0.009405
1610,0.01184,0.010601
1611,0.012041,0.011691
1612,0.012288,0.012764
1613,0.012507,0.013887
1614,0.012791,0.014899
1615,0.013006,0.015976
1616,0.013049,0.017105
1617,0.013375,0.018224
1618,0.013815,0.019181
1619,0.013286,0.019633
1620,0.013472,0.020692
1621,0.011423,0.002386
1622,0.011544,0.003567
1623,0.011812,0.004697
1624,0.012002,0.00585
1625,0.012255,0.006858
1626,0.012433,0.008036
1627,0.012682,0.009191
1628,0.012926,0.010303
1629,0.013159,0.011443
1630,0.013405,0.012451
1631,0.013564,0.013546
1632,0.013715,0.014643
1633,0.01409,0.015719
1634,0.014215,0.016796
1635,0.014469,0.017884
1636,0.014734,0.018978
1637,0.014344,0.019447
1638,0.014531,0.020506
1639,0.012417,0.002322
1640,0.012603,0.003381
1641,0.012902,0.004466
1642,0.013068,0.005631
1643,0.013266,0.006639
1644,0.013463,0.0078
1645,0.013747,0.008976
1646,0.013995,0.010052
1647,0.014199,0.011209
1648,0.014429,0.012237
1649,0.014667,0.013299
1650,0.014813,0.014376
1651,0.014955,0.015551
1652,0.015271,0.016573
1653,0.015719,0.017627
1654,0.01574,0.018836
1655,0.015403,0.019258
1656,0.015589,0.020319
1657,0.013475,0.002133
1658,0.013696,0.003078
1659,0.013902,0.00423
1660,0.01412,0.005381
1661,0.014357,0.006429
1662,0.014552,0.007551
1663,0.014755,0.008751
1664,0.015025,0.009835
1665,0.015241,0.010994
1666,0.015395,0.012
1667,0.015608,0.013006
1668,0.015823,0.014052
1669,0.016154,0.015262
1670,0.016351,0.016373
1671,0.016692,0.017438
1672,0.016911,0.0186
1673,0.01792,0.019479
1674,0.01665,0.020131
1675,0.0155,0.001485
1676,0.014666,0.002826
1677,0.014928,0.003952
1678,0.015156,0.005193
1679,0.015306,0.006268
1680,0.015595,0.007362
1681,0.015843,0.008617
1682,0.01602,0.00968
1683,0.016207,0.010747
1684,0.01642,0.011778
1685,0.016626,0.012801
1686,0.016807,0.013867
1687,0.017026,0.014999
1688,0.017359,0.016095
1689,0.017547,0.017257
1690,0.017936,0.018382
1691,0.017919,0.019483
1692,0.017708,0.019944
1693,0.015531,0.001487
1694,0.015702,0.002606
1695,0.015982,0.003721
1696,0.016217,0.004941
1697,0.016405,0.006083
1698,0.016684,0.007176
1699,0.01686,0.008305
1700,0.017069,0.009379
1701,0.017256,0.010464
1702,0.017436,0.011567
1703,0.017677,0.012565
1704,0.017862,0.01362
1705,0.018011,0.014781
1706,0.018249,0.015911
1707,0.018548,0.017067
1708,0.018822,0.018207
1709,0.019919,0.018994
1710,0.018767,0.019758
1711,0.016559,0.001217
1712,0.01675,0.002348
1713,0.017061,0.003512
1714,0.017306,0.004713
1715,0.017479,0.005852
1716,0.017695,0.006893
1717,0.017907,0.008037
1718,0.018059,0.009137
1719,0.018249,0.010196
1720,0.018457,0.011325
1721,0.018693,0.012377
1722,0.018924,0.013413
1723,0.0191,0.014507
1724,0.019297,0.015662
1725,0.019264,0.016394
1726,0.019787,0.017943
1727,0.019945,0.019007
1728,0.019825,0.019572
1729,-0.018598,0.008881
1730,-0.01834,0.00999
1731,-0.018108,0.011132
1732,-0.017815,0.012174
1733,-0.017579,0.013272
1734,-0.017473,0.014426
1735,-0.017231,0.015461
1736,-0.017095,0.016641
1737,-0.016884,0.017689
1738,-0.016634,0.018733
1739,-0.016374,0.019813
1740,-0.015991,0.020943
1741,-0.01575,0.022001
1742,-0.017036,0.021706
1743,-0.01597,0.024454
1744,-0.014866,0.025424
1745,-0.016475,0.024881
1746,-0.016289,0.025939
1747,-0.017856,0.008742
1748,-0.017444,0.009814
1749,-0.017346,0.011004
1750,-0.017136,0.012035
1751,-0.016999,0.013133
1752,-0.016692,0.014248
1753,-0.016489,0.015323
1754,-0.016212,0.016462
1755,-0.016112,0.017556
1756,-0.015855,0.018593
1757,-0.015596,0.019666
1758,-0.015543,0.02087
1759,-0.01521,0.021893
1760,-0.015978,0.021519
1761,-0.014633,0.024229
1762,-0.014293,0.025326
1763,-0.015417,0.024694
1764,-0.015231,0.025753
1765,-0.014807,0.008173
1766,-0.016452,0.009607
1767,-0.016262,0.01077
1768,-0.016232,0.011868
1769,-0.01586,0.012947
1770,-0.015719,0.01407
1771,-0.015538,0.015163
1772,-0.015279,0.016276
1773,-0.015137,0.01737
1774,-0.014924,0.018442
1775,-0.014672,0.019469
1776,-0.01436,0.020663
1777,-0.0141,0.021719
1778,-0.014917,0.021331
1779,-0.01351,0.024067
1780,-0.013694,0.025229
1781,-0.014358,0.024508
1782,-0.014172,0.025567
1783,-0.014795,0.008187
1784,-0.015462,0.009418
1785,-0.015242,0.010577
1786,-0.015071,0.011666
1787,-0.014899,0.012766
1788,-0.01459,0.013861
1789,-0.014116,0.014948
1790,-0.01417,0.016072
1791,-0.014006,0.017157
1792,-0.013832,0.018241
1793,-0.013592,0.019266
1794,-0.013297,0.020434
1795,-0.013106,0.021531
1796,-0.013858,0.021144
1797,-0.012479,0.02389
1798,-0.012449,0.024995
1799,-0.0133,0.024319
1800,-0.013114,0.025381
1801,-0.01468,0.008149
1802,-0.01441,0.00923
1803,-0.014202,0.010344
1804,-0.014053,0.011488
1805,-0.013798,0.012598
1806,-0.013574,0.013706
1807,-0.013276,0.01481
1808,-0.012945,0.015842
1809,-0.01293,0.016937
1810,-0.012784,0.018032
1811,-0.012421,0.019076
1812,-0.011893,0.020088
1813,-0.012043,0.021354
1814,-0.0128,0.020958
1815,-0.011806,0.023721
1816,-0.011195,0.024675
1817,-0.012242,0.024133
1818,-0.012053,0.025192
1819,-0.013591,0.007852
1820,-0.013211,0.008941
1821,-0.013019,0.010086
1822,-0.01312,0.011269
1823,-0.012691,0.012367
1824,-0.012438,0.01348
1825,-0.012124,0.014552
1826,-0.011893,0.015656
1827,-0.011748,0.016715
1828,-0.011404,0.017782
1829,-0.011197,0.018858
1830,-0.011109,0.019909
1831,-0.010626,0.021039
1832,-0.011742,0.020772
1833,-0.010408,0.023369
1834,-0.00995,0.024403
1835,-0.011181,0.023947
1836,-0.010994,0.025006
1837,-0.012587,0.007596
1838,-0.012366,0.00874
1839,-0.012086,0.009878
1840,-0.011017,0.010837
1841,-0.011667,0.012157
1842,-0.011421,0.013309
1843,-0.011227,0.014369
1844,-0.010937,0.015488
1845,-0.010606,0.016507
1846,-0.010625,0.017614
1847,-0.01046,0.018709
1848,-0.010167,0.019719
1849,-0.009859,0.020871
1850,-0.010683,0.020586
1851,-0.009072,0.023066
1852,-0.009468,0.02433
1853,-0.010122,0.023761
1854,-0.009936,0.024819
1855,-0.011541,0.007405
1856,-0.011394,0.008495
1857,-0.011044,0.009679
1858,-0.010879,0.010813
1859,-0.01061,0.011967
1860,-0.010344,0.01308
1861,-0.009996,0.014104
1862,-0.00996,0.015281
1863,-0.00978,0.016357
1864,-0.009571,0.017375
1865,-0.009374,0.018487
1866,-0.008957,0.019515
1867,-0.008723,0.02062
1868,-0.009625,0.020397
1869,-0.00815,0.02287
1870,-0.008074,0.024092
1871,-0.009064,0.023575
1872,-0.008878,0.024633
1873,-0.010489,0.007229
1874,-0.010806,0.007508
1875,-0.01002,0.009478
1876,-0.009781,0.010582
1877,-0.009617,0.011765
1878,-0.009357,0.012872
1879,-0.009189,0.013918
1880,-0.008855,0.015042
1881,-0.00875,0.016181
1882,-0.008541,0.017231
1883,-0.008366,0.018266
1884,-0.008083,0.019374
1885,-0.007847,0.020445
1886,-0.008567,0.020211
1887,-0.007622,0.022744
1888,-0.00717,0.023873
1889,-0.008006,0.023386
1890,-0.007819,0.024447
1891,-0.009572,0.007008
1892,-0.009747,0.007319
1893,-0.008793,0.009218
1894,-0.008759,0.010367
1895,-0.008559,0.01153
1896,-0.008399,0.012666
1897,-0.007991,0.013728
1898,-0.007886,0.014853
1899,-0.007531,0.015946
1900,-0.007364,0.017007
1901,-0.007188,0.01807
1902,-0.006948,0.019155
1903,-0.006455,0.020145
1904,-0.007508,0.020025
1905,-0.006343,0.022446
1906,-0.005809,0.02355
1907,-0.006947,0.0232
1908,-0.006761,0.024258
1909,-0.007496,0.006541
1910,-0.008041,0.00785
1911,-0.007942,0.009049
1912,-0.007666,0.01014
1913,-0.007451,0.011313
1914,-0.007267,0.012458
1915,-0.007142,0.01359
1916,-0.006831,0.014669
1917,-0.006606,0.015784
1918,-0.006431,0.016827
1919,-0.006184,0.017894
1920,-0.005813,0.01889
1921,-0.005713,0.020001
1922,-0.006447,0.019839
1923,-0.00545,0.022269
1924,-0.004962,0.023347
1925,-0.005889,0.023014
1926,-0.005703,0.024072
1927,-0.007354,0.006517
1928,-0.006998,0.007635
1929,-0.007444,0.008006
1930,-0.006662,0.009998
1931,-0.006387,0.011141
1932,-0.00619,0.012256
1933,-0.005935,0.013364
1934,-0.005782,0.014472
1935,-0.005402,0.015524
1936,-0.005232,0.016593
1937,-0.005167,0.017701
1938,-0.004923,0.018724
1939,-0.004779,0.019803
1940,-0.005389,0.01965
1941,-0.004055,0.02199
1942,-0.004322,0.023212
1943,-0.004831,0.022828
1944,-0.004644,0.023886
1945,-0.006274,0.006304
1946,-0.005957,0.007448
1947,-0.006383,0.007819
1948,-0.005532,0.009774
1949,-0.005333,0.010895
1950,-0.005132,0.012054
1951,-0.004915,0.013138
1952,-0.004685,0.014219
1953,-0.004487,0.015315
1954,-0.004259,0.016386
1955,-0.004123,0.017494
1956,-0.003892,0.018536
1957,-0.003738,0.019581
1958,-0.004331,0.019464
1959,-0.003359,0.021841
1960,-0.00317,0.022916
1961,-0.003772,0.022642
1962,-0.003583,0.0237
1963,-0.00524,0.006135
1964,-0.004986,0.007278
1965,-0.004896,0.008485
1966,-0.004569,0.009606
1967,-0.004406,0.010675
1968,-0.004212,0.011831
1969,-0.003951,0.012925
1970,-0.003772,0.014015
1971,-0.003634,0.015096
1972,-0.003336,0.016131
1973,-0.003169,0.017274
1974,-0.002952,0.018359
1975,-0.002754,0.019386
1976,-0.003272,0.019278
1977,-0.002422,0.021646
1978,-0.002198,0.02277
1979,-0.002714,0.022453
1980,-0.002525,0.023514
1981,-0.004118,0.005949
1982,-0.003926,0.007084
1983,-0.002796,0.008073
1984,-0.003614,0.009426
1985,-0.003337,0.010506
1986,-0.00314,0.011631
1987,-0.002917,0.012739
1988,-0.002762,0.013753
1989,-0.002147,0.014785
1990,-0.002356,0.015924
1991,-0.002157,0.017086
1992,-0.001969,0.018169
1993,-0.001791,0.019206
1994,-0.002214,0.019092
1995,-0.001366,0.021414
1996,-0.001197,0.022564
1997,-0.001653,0.022267
1998,-0.001467,0.023325
1999,-0.003201,0.005814
2000,-0.003035,0.006873
2001,-0.002769,0.008052
2002,-0.002548,0.009231
2003,-0.002389,0.010335
2004,-0.002182,0.01139
2005,-0.001953,0.012502
2006,-0.001714,0.013568
2007,-0.001526,0.014691
2008,-0.001369,0.015746
2009,-0.001181,0.016909
2010,-0.000983,0.017958
2011,-0.000795,0.019008
2012,-0.001156,0.018906
2013,-0.000969,0.019964
2014,-0.000191,0.022408
2015,-0.000594,0.022081
2016,-0.000408,0.023139
2017,-0.039694,0.011511
2018,-0.039508,0.012569
2019,-0.039322,0.013628
2020,-0.039136,0.014686
2021,-0.036575,0.017445
2022,-0.038761,0.016803
2023,-0.036766,0.019746
2024,-0.036566,0.020933
2025,-0.03651,0.022011
2026,-0.036261,0.023112
2027,-0.036221,0.024187
2028,-0.035896,0.025228
2029,-0.035664,0.026342
2030,-0.035137,0.027401
2031,-0.035222,0.028541
2032,-0.034453,0.029594
2033,-0.034062,0.030652
2034,-0.036522,0.029508
2035,-0.038636,0.011322
2036,-0.03845,0.012381
2037,-0.038264,0.013442
2038,-0.038078,0.0145
2039,-0.036461,0.017431
2040,-0.037703,0.016617
2041,-0.035765,0.019542
2042,-0.035595,0.020747
2043,-0.035423,0.021835
2044,-0.035233,0.022937
2045,-0.035147,0.024067
2046,-0.03495,0.025081
2047,-0.034504,0.026185
2048,-0.034322,0.0273
2049,-0.034006,0.028365
2050,-0.033941,0.029502
2051,-0.033296,0.030518
2052,-0.035464,0.029319
2053,-0.037578,0.011136
2054,-0.037392,0.012194
2055,-0.037206,0.013253
2056,-0.037017,0.014311
2057,-0.035051,0.017155
2058,-0.036644,0.016431
2059,-0.034898,0.019345
2060,-0.034784,0.020569
2061,-0.034643,0.021699
2062,-0.034303,0.022765
2063,-0.034201,0.023903
2064,-0.034049,0.024972
2065,-0.033816,0.026077
2066,-0.033304,0.027117
2067,-0.032886,0.028164
2068,-0.032622,0.029254
2069,-0.033006,0.030464
2070,-0.034406,0.029133
2071,-0.036519,0.01095
2072,-0.036333,0.012008
